channel_name,subscribers,subscribers_time,total_views,views_time,estimated_monthly_income_(low),estimated_monthly_income_(high)
Science To Technology,325000,2025-02-22 14:56:00,44900616,2025-02-22 14:56:00,11225.15,179602.46
Technology News,498000,2025-02-22 14:56:01,0,2025-02-22 14:56:01,0.0,0.0
At&T Tech Channel,109000,2025-02-22 14:56:01,21273960,2025-02-22 14:56:01,5318.49,85095.84
Technology Telugulo,39400,2025-02-22 14:56:01,2568855,2025-02-22 14:56:01,642.21,10275.42
Tech Studycell,199000,2025-02-22 14:56:01,24075817,2025-02-22 14:56:01,6018.95,96303.27
Tech Linear,21000,2025-02-22 14:56:01,4757797,2025-02-22 14:56:01,1189.45,19031.19
Tech With Hasidu,2770,2025-02-22 14:56:02,102772,2025-02-22 14:56:02,25.69,411.09
Technology Network,19600,2025-02-22 14:56:02,5470043,2025-02-22 14:56:02,1367.51,21880.17
Academy Of Technology,986,2025-02-22 14:56:02,47647,2025-02-22 14:56:02,11.91,190.59
Yi Technology,15700,2025-02-22 14:56:02,3992180,2025-02-22 14:56:02,998.04,15968.72
Technology 489,233000,2025-02-22 14:56:03,30733561,2025-02-22 14:56:03,7683.39,122934.24
Tech Guru Rahul,112000,2025-02-22 14:56:03,18318300,2025-02-22 14:56:03,4579.57,73273.2
Maximum Technology,237000,2025-02-22 14:56:03,17336386,2025-02-22 14:56:03,4334.1,69345.54
Nilesh Technology,11300,2025-02-22 14:56:03,1375210,2025-02-22 14:56:03,343.8,5500.84
Laxmi Institute Of Technology,549,2025-02-22 14:56:04,30651,2025-02-22 14:56:04,7.66,122.6
Department Of Science & Technology Govt. Of India (Dst),14100,2025-02-22 14:56:04,1059911,2025-02-22 14:56:04,264.98,4239.64
Tech Vegan,6300,2025-02-22 14:56:04,843825,2025-02-22 14:56:04,210.96,3375.3
Tech Buffet,721000,2025-02-22 14:56:04,249231028,2025-02-22 14:56:04,62307.76,996924.11
Tech Dummies Narendra L,164000,2025-02-22 14:56:05,7819192,2025-02-22 14:56:05,1954.8,31276.77
Master Mini Tech,321000,2025-02-22 14:56:05,72916886,2025-02-22 14:56:05,18229.22,291667.54
Bhadra Tech Telugu,150000,2025-02-22 14:56:05,19348905,2025-02-22 14:56:05,4837.23,77395.62
Nico Knows Tech,69200,2025-02-22 14:56:05,6598899,2025-02-22 14:56:05,1649.72,26395.6
Src Technology- News,1720,2025-02-22 14:56:06,785627,2025-02-22 14:56:06,196.41,3142.51
Kvs Tech Buddies,242000,2025-02-22 14:56:06,24789979,2025-02-22 14:56:06,6197.49,99159.92
Skylena Info Technology,8510,2025-02-22 14:56:06,448552,2025-02-22 14:56:06,112.14,1794.21
Tamil Today Tech · T3,834000,2025-02-22 14:56:06,41335276,2025-02-22 14:56:06,10333.82,165341.1
De Paul Institute Of Science & Technology (Dist) Angamaly,2540,2025-02-22 14:56:07,346830,2025-02-22 14:56:07,86.71,1387.32
Prasadtechintelugu,4740000,2025-02-22 14:56:07,1781079349,2025-02-22 14:56:07,445269.84,7124317.4
Unmatch Tech,29800,2025-02-22 14:56:07,5992943,2025-02-22 14:56:07,1498.24,23971.77
Ghanshyam Tech,1560000,2025-02-22 14:56:07,107681206,2025-02-22 14:56:07,26920.3,430724.82
Mit Opencourseware,5630000,2025-02-22 14:56:07,475918579,2025-02-22 14:56:07,118979.64,1903674.32
Arjun Tech,148000,2025-02-22 14:56:08,39380594,2025-02-22 14:56:08,9845.15,157522.38
Technology Guide,72500,2025-02-22 14:56:08,11132590,2025-02-22 14:56:08,2783.15,44530.36
Tech Tv Tamil,269000,2025-02-22 14:56:08,18638049,2025-02-22 14:56:08,4659.51,74552.2
Haider Tech,579000,2025-02-22 14:56:08,53632656,2025-02-22 14:56:08,13408.16,214530.62
Technology Interpreters,52400,2025-02-22 14:56:09,614719,2025-02-22 14:56:09,153.68,2458.88
Technology Interpreters,52400,2025-02-22 14:56:11,614719,2025-02-22 14:56:11,153.68,2458.88
Tech Boss,4670000,2025-02-22 14:56:11,1866079517,2025-02-22 14:56:11,466519.88,7464318.07
How-To Tech Studio,47200,2025-02-22 14:56:11,7127628,2025-02-22 14:56:11,1781.91,28510.51
1Gb Tech,205000,2025-02-22 14:56:12,26893713,2025-02-22 14:56:12,6723.43,107574.85
Tech Start,63300,2025-02-22 14:56:12,13184142,2025-02-22 14:56:12,3296.04,52736.57
Mahesh Tech King,553,2025-02-22 14:56:12,103043,2025-02-22 14:56:12,25.76,412.17
How To Tech,130000,2025-02-22 14:56:12,68012308,2025-02-22 14:56:12,17003.08,272049.23
Php Tech Life,14500,2025-02-22 14:56:12,2078515,2025-02-22 14:56:12,519.63,8314.06
Tech And Art,7960,2025-02-22 14:56:13,871071,2025-02-22 14:56:13,217.77,3484.28
Technology And Business Update,499000,2025-02-22 14:56:13,41616,2025-02-22 14:56:13,10.4,166.46
Tech Par Gyan,155000,2025-02-22 14:56:13,27481692,2025-02-22 14:56:13,6870.42,109926.77
Infor Technology,6630,2025-02-22 14:56:13,0,2025-02-22 14:56:13,0.0,0.0
Quantum Tech Hd,15900000,2025-02-22 14:56:14,2082255708,2025-02-22 14:56:14,520563.93,8329022.83
Indian Jugad Tech,1660000,2025-02-22 14:56:14,200586853,2025-02-22 14:56:14,50146.71,802347.41
Technology And Things,12700,2025-02-22 14:56:14,2680772,2025-02-22 14:56:14,670.19,10723.09
Mk Loves Tech,32700,2025-02-22 14:56:14,17913299,2025-02-22 14:56:14,4478.32,71653.2
Tech Khurana,168000,2025-02-22 14:56:15,36153464,2025-02-22 14:56:15,9038.37,144613.86
Velian Speaks Tech,48600,2025-02-22 14:56:15,17113949,2025-02-22 14:56:15,4278.49,68455.8
Rachit Technology,26700,2025-02-22 14:56:15,17765406,2025-02-22 14:56:15,4441.35,71061.62
Technology Moments,10600,2025-02-22 14:56:15,2346670,2025-02-22 14:56:15,586.67,9386.68
Huidu Technology Led And Android Controller,3010,2025-02-22 14:56:16,481326,2025-02-22 14:56:16,120.33,1925.3
Stream Of Technology,1670,2025-02-22 14:56:16,318511,2025-02-22 14:56:16,79.63,1274.04
Amkp40 Technology,49300,2025-02-22 14:56:16,5469117,2025-02-22 14:56:16,1367.28,21876.47
Tech Mash,54900,2025-02-22 14:56:16,18051101,2025-02-22 14:56:16,4512.78,72204.4
Marques Brownlee,19800000,2025-02-22 14:56:16,4666483899,2025-02-22 14:56:16,1166620.97,18665935.6
Sp Tech A2Z,1220,2025-02-22 14:56:17,152600,2025-02-22 14:56:17,38.15,610.4
About Technology,14600,2025-02-22 14:56:17,2389365,2025-02-22 14:56:17,597.34,9557.46
Linus Tech Tips,16200000,2025-02-22 14:56:17,8497714793,2025-02-22 14:56:17,2124428.7,33990859.17
Ab Technology Et,48600,2025-02-22 14:56:17,943994,2025-02-22 14:56:17,236.0,3775.98
Seplos Technology,14100,2025-02-22 14:56:18,2631256,2025-02-22 14:56:18,657.81,10525.02
Tech Phase,43100,2025-02-22 14:56:18,5326942,2025-02-22 14:56:18,1331.74,21307.77
Tech Guru Vamsi,30500,2025-02-22 14:56:18,1320385,2025-02-22 14:56:18,330.1,5281.54
Technology Island,38500,2025-02-22 14:56:18,10894556,2025-02-22 14:56:18,2723.64,43578.22
Tech-Iela Shorts,7930000,2025-02-22 14:56:19,2257437818,2025-02-22 14:56:19,564359.45,9029751.27
Ac Tech,132000,2025-02-22 14:56:19,12995177,2025-02-22 14:56:19,3248.79,51980.71
Smart World Of Technology,2080000,2025-02-22 14:56:19,199183879,2025-02-22 14:56:19,49795.97,796735.52
Tech Master,4460000,2025-02-22 14:56:19,1241460275,2025-02-22 14:56:19,310365.07,4965841.1
Tech Sg,96600,2025-02-22 14:56:20,16254261,2025-02-22 14:56:20,4063.57,65017.04
Telugu Tech Pro,819000,2025-02-22 14:56:20,71999623,2025-02-22 14:56:20,17999.91,287998.49
Tech Karan,40300,2025-02-22 14:56:20,15522966,2025-02-22 14:56:20,3880.74,62091.86
The Tech Blackboard,58400,2025-02-22 14:56:20,5677666,2025-02-22 14:56:20,1419.42,22710.66
"Loyola Institute Of Technology, Chennai",2030,2025-02-22 14:56:21,340743,2025-02-22 14:56:21,85.19,1362.97
Tech Zone Unique,8290,2025-02-22 14:56:21,2356871,2025-02-22 14:56:21,589.22,9427.48
Samsung Technology,1720,2025-02-22 14:56:21,998066,2025-02-22 14:56:21,249.52,3992.26
Eniac Technology,585,2025-02-22 14:56:21,318785,2025-02-22 14:56:21,79.7,1275.14
Align Technology,1530,2025-02-22 14:56:22,200754,2025-02-22 14:56:22,50.19,803.02
Kannada Tech For You,1890000,2025-02-22 14:56:22,454988886,2025-02-22 14:56:22,113747.22,1819955.54
Gmbn Tech,502000,2025-02-22 14:56:22,133700486,2025-02-22 14:56:22,33425.12,534801.94
Jain Digital Technology Foundation,71700,2025-02-22 14:56:22,10260160,2025-02-22 14:56:22,2565.04,41040.64
Ak Tech,239000,2025-02-22 14:56:23,59631445,2025-02-22 14:56:23,14907.86,238525.78
Tech Help,181000,2025-02-22 14:56:25,24023598,2025-02-22 14:56:25,6005.9,96094.39
Mediapro Education Technology Private Limited,148000,2025-02-22 14:56:25,71082338,2025-02-22 14:56:25,17770.58,284329.35
Umi Tech    740K Views     In 1 Hour    …,754,2025-02-22 14:56:25,54540,2025-02-22 14:56:25,13.63,218.16
Tech On Trend,252000,2025-02-22 14:56:25,67627077,2025-02-22 14:56:25,16906.77,270508.31
Bishnu Creation And Technology,4020,2025-02-22 14:56:26,576792,2025-02-22 14:56:26,144.2,2307.17
Techlinked,1930000,2025-02-22 14:56:26,575386172,2025-02-22 14:56:26,143846.54,2301544.69
Tech Dishoom,408000,2025-02-22 14:56:26,48506552,2025-02-22 14:56:26,12126.64,194026.21
Sai Tech Guru,172000,2025-02-22 14:56:26,99974491,2025-02-22 14:56:26,24993.62,399897.96
Tech Prabu,65100,2025-02-22 14:56:27,3036385,2025-02-22 14:56:27,759.1,12145.54
Mallett Technology,1970,2025-02-22 14:56:27,209866,2025-02-22 14:56:27,52.47,839.46
Tech Icon,369000,2025-02-22 14:56:27,18920250,2025-02-22 14:56:27,4730.06,75681.0
Al Makkah Tech & Business Hub,142000,2025-02-22 14:56:27,19715651,2025-02-22 14:56:27,4928.91,78862.6
Indian Farming Technology,294000,2025-02-22 14:56:28,41951770,2025-02-22 14:56:28,10487.94,167807.08
Trakin Tech,14900000,2025-02-22 14:56:28,2890825875,2025-02-22 14:56:28,722706.47,11563303.5
Gadgets One Malayalam Tech Tips,1260000,2025-02-22 14:56:28,194421909,2025-02-22 14:56:28,48605.48,777687.64
The Technology Man,37800,2025-02-22 14:56:28,10147459,2025-02-22 14:56:28,2536.86,40589.84
Singapore Institute Of Technology (Sit),4090,2025-02-22 14:56:29,12384332,2025-02-22 14:56:29,3096.08,49537.33
Tech Shockin,221000,2025-02-22 14:56:29,47073878,2025-02-22 14:56:29,11768.47,188295.51
Teach Tech School,596000,2025-02-22 14:56:29,43641474,2025-02-22 14:56:29,10910.37,174565.9
T.S  Technology,16,2025-02-22 14:56:29,2479,2025-02-22 14:56:29,0.62,9.92
Linus Tech Tips,16200000,2025-02-22 14:56:30,8497714793,2025-02-22 14:56:30,2124428.7,33990859.17
Tech Likeu,234000,2025-02-22 14:56:30,60483555,2025-02-22 14:56:30,15120.89,241934.22
Ak Smart-Tech,595,2025-02-22 14:56:30,3693,2025-02-22 14:56:30,0.92,14.77
Hi-Tech Classes Udaipur,126000,2025-02-22 14:56:30,6174110,2025-02-22 14:56:30,1543.53,24696.44
Tech Organic,10900,2025-02-22 14:56:31,2301188,2025-02-22 14:56:31,575.3,9204.75
It Gain Tech,12600,2025-02-22 14:56:31,544536,2025-02-22 14:56:31,136.13,2178.14
Lot Of Tech,21700,2025-02-22 14:56:31,5866952,2025-02-22 14:56:31,1466.74,23467.81
Sonigra Tech,13900,2025-02-22 14:56:31,1564689,2025-02-22 14:56:31,391.17,6258.76
Tech Unicorn,16900,2025-02-22 14:56:32,1424431,2025-02-22 14:56:32,356.11,5697.72
Technology Talks,5890,2025-02-22 14:56:32,1064741,2025-02-22 14:56:32,266.19,4258.96
Quantum Tech Hd,15900000,2025-02-22 14:56:32,2082255708,2025-02-22 14:56:32,520563.93,8329022.83
Technology Up,1420000,2025-02-22 14:56:32,156453992,2025-02-22 14:56:32,39113.5,625815.97
Ab113 Tech,6460,2025-02-22 14:56:33,1629123,2025-02-22 14:56:33,407.28,6516.49
Travel Tech,20200,2025-02-22 14:56:33,6447250,2025-02-22 14:56:33,1611.81,25789.0
C Tech,640000,2025-02-22 14:56:33,64846118,2025-02-22 14:56:33,16211.53,259384.47
Borgave Technology,237000,2025-02-22 14:56:33,17291881,2025-02-22 14:56:33,4322.97,69167.52
Technology Video Network,110000,2025-02-22 14:56:34,6705548,2025-02-22 14:56:34,1676.39,26822.19
Tech Boss,4670000,2025-02-22 14:56:34,1866079517,2025-02-22 14:56:34,466519.88,7464318.07
Tech Wire,29900,2025-02-22 14:56:34,10622701,2025-02-22 14:56:34,2655.68,42490.8
Jeppiaar Institute Of Technology (Autonomous),5680,2025-02-22 14:56:34,440605,2025-02-22 14:56:34,110.15,1762.42
Ab Tech Vlog,67800,2025-02-22 14:56:34,20521821,2025-02-22 14:56:34,5130.46,82087.28
Cable Splicer Tech,24400,2025-02-22 14:56:35,4863681,2025-02-22 14:56:35,1215.92,19454.72
Ar Technology,159000,2025-02-22 14:56:35,22823236,2025-02-22 14:56:35,5705.81,91292.94
Velian Speaks Tech,48600,2025-02-22 14:56:35,17113949,2025-02-22 14:56:35,4278.49,68455.8
The Idea Of Technology,3860,2025-02-22 14:56:36,870745,2025-02-22 14:56:36,217.69,3482.98
Gates Institute Of Technology Gate,3410,2025-02-22 14:56:36,171282,2025-02-22 14:56:36,42.82,685.13
Web Tech Talk,18800,2025-02-22 14:56:36,1731075,2025-02-22 14:56:36,432.77,6924.3
Tech Waale,10300,2025-02-22 14:56:36,3317961,2025-02-22 14:56:36,829.49,13271.84
On My Own Technology,734,2025-02-22 14:56:37,85017,2025-02-22 14:56:37,21.25,340.07
Dreame Tech,47700,2025-02-22 14:56:37,11992368,2025-02-22 14:56:37,2998.09,47969.47
Space Tech Enterprises,9620,2025-02-22 14:56:39,1935948,2025-02-22 14:56:39,483.99,7743.79
Tech Waale,10300,2025-02-22 14:56:39,3317961,2025-02-22 14:56:39,829.49,13271.84
On My Own Technology,734,2025-02-22 14:56:39,85017,2025-02-22 14:56:39,21.25,340.07
Dreame Tech,47700,2025-02-22 14:56:40,11992368,2025-02-22 14:56:40,2998.09,47969.47
Sp Tech A2Z,1220,2025-02-22 14:56:40,152600,2025-02-22 14:56:40,38.15,610.4
I-Tech Creator,12200,2025-02-22 14:56:40,2866917,2025-02-22 14:56:40,716.73,11467.67
3Idea Technology,2450,2025-02-22 14:56:40,433332,2025-02-22 14:56:40,108.33,1733.33
Technology News Live,1350,2025-02-22 14:56:41,396837,2025-02-22 14:56:41,99.21,1587.35
Little Bit Tech Info,64800,2025-02-22 14:56:41,23277020,2025-02-22 14:56:41,5819.26,93108.08
Technology Island,38500,2025-02-22 14:56:41,10894556,2025-02-22 14:56:41,2723.64,43578.22
Tech-Iela Shorts,7930000,2025-02-22 14:56:41,2257437818,2025-02-22 14:56:41,564359.45,9029751.27
Tech Master,4460000,2025-02-22 14:56:42,1241460275,2025-02-22 14:56:42,310365.07,4965841.1
Tech Simulator,20100,2025-02-22 14:56:42,2300956,2025-02-22 14:56:42,575.24,9203.82
Unbox Tech,107000,2025-02-22 14:56:42,36612024,2025-02-22 14:56:42,9153.01,146448.1
Tech & Techniques,383000,2025-02-22 14:56:42,53837445,2025-02-22 14:56:42,13459.36,215349.78
Tech Trivandrum,13100,2025-02-22 14:56:43,662801,2025-02-22 14:56:43,165.7,2651.2
Fact Tech 14,111000,2025-02-22 14:56:43,36374038,2025-02-22 14:56:43,9093.51,145496.15
Technology Bit,57900,2025-02-22 14:56:43,2569309,2025-02-22 14:56:43,642.33,10277.24
Tech Learning,24000,2025-02-22 14:56:43,1882749,2025-02-22 14:56:43,470.69,7531.0
Tech Riser,2380,2025-02-22 14:56:44,439622,2025-02-22 14:56:44,109.91,1758.49
Tech Kannan Malayalam,60000,2025-02-22 14:56:44,3289947,2025-02-22 14:56:44,822.49,13159.79
Freedom Tech,9470,2025-02-22 14:56:44,1823899,2025-02-22 14:56:44,455.97,7295.6
Hu Technology,305000,2025-02-22 14:56:44,44984453,2025-02-22 14:56:44,11246.11,179937.81
Anthelion Technology,45700,2025-02-22 14:56:45,8288806,2025-02-22 14:56:45,2072.2,33155.22
Fornax Tech,94200,2025-02-22 14:56:45,9211014,2025-02-22 14:56:45,2302.75,36844.06
Oscoo Storage Technology,82,2025-02-22 14:56:45,3055,2025-02-22 14:56:45,0.76,12.22
Technology Alias,93,2025-02-22 14:56:45,16399,2025-02-22 14:56:45,4.1,65.6
Sst Schools - School Of Science & Technology,507,2025-02-22 14:56:46,32283,2025-02-22 14:56:46,8.07,129.13
Daily Tech News Show,25600,2025-02-22 14:56:46,4108320,2025-02-22 14:56:46,1027.08,16433.28
Joyatres Technology,77000,2025-02-22 14:56:46,976675,2025-02-22 14:56:46,244.17,3906.7
Mr Perfect Tech,1970000,2025-02-22 14:56:46,573824060,2025-02-22 14:56:46,143456.02,2295296.24
Atul Tech Bazaar,88900,2025-02-22 14:56:47,29666021,2025-02-22 14:56:47,7416.51,118664.08
Tech Lokesh,393000,2025-02-22 14:56:47,49470666,2025-02-22 14:56:47,12367.67,197882.66
Tech Primers,136000,2025-02-22 14:56:47,17227680,2025-02-22 14:56:47,4306.92,68910.72
Tech Rush,71800,2025-02-22 14:56:47,21775390,2025-02-22 14:56:47,5443.85,87101.56
Hammad Mobile Tech  . 750K Views . 3 Hours Ago ...,10300,2025-02-22 14:56:48,426115,2025-02-22 14:56:48,106.53,1704.46
Tech Meta,15400,2025-02-22 14:56:48,8023194,2025-02-22 14:56:48,2005.8,32092.78
"Areeb Tech • 102K Views • 23 Hours Ago










.",692,2025-02-22 14:56:48,20101,2025-02-22 14:56:48,5.03,80.4
Tech Incognito,43100,2025-02-22 14:56:48,6695147,2025-02-22 14:56:48,1673.79,26780.59
Hvac Technology,79400,2025-02-22 14:56:49,4901251,2025-02-22 14:56:49,1225.31,19605.0
Tech Box Hindi,32800,2025-02-22 14:56:49,6502395,2025-02-22 14:56:49,1625.6,26009.58
Seven Sense Tech,120000,2025-02-22 14:56:49,28322720,2025-02-22 14:56:49,7080.68,113290.88
4Ze Technology,2620,2025-02-22 14:56:49,3166058,2025-02-22 14:56:49,791.51,12664.23
"Jack Technology Co., Ltd",39400,2025-02-22 14:56:50,7660498,2025-02-22 14:56:50,1915.12,30641.99
Bolin Technology,437,2025-02-22 14:56:50,42946,2025-02-22 14:56:50,10.74,171.78
Ashewa Technology,6080,2025-02-22 14:56:50,102125,2025-02-22 14:56:50,25.53,408.5
Devtools Tech,37500,2025-02-22 14:56:50,579230,2025-02-22 14:56:50,144.81,2316.92
Tech Master Shorts,17300000,2025-02-22 14:56:51,8389910371,2025-02-22 14:56:51,2097477.59,33559641.48
Jaiki Tech,49400,2025-02-22 14:56:51,16642351,2025-02-22 14:56:51,4160.59,66569.4
Bajrang Technology,697,2025-02-22 14:56:51,19170,2025-02-22 14:56:51,4.79,76.68
Paul Brett Technology,795,2025-02-22 14:56:53,64619,2025-02-22 14:56:53,16.15,258.48
Sheti Mitra Agro Technology,30500,2025-02-22 14:56:53,1358220,2025-02-22 14:56:53,339.56,5432.88
Odia Tech Tips,783000,2025-02-22 14:56:54,65987816,2025-02-22 14:56:54,16496.95,263951.26
Tech Fc Shorts,8270000,2025-02-22 14:56:54,4807884539,2025-02-22 14:56:54,1201971.13,19231538.16
Mechanical Tech Hindi,1500000,2025-02-22 14:56:54,283659212,2025-02-22 14:56:54,70914.8,1134636.85
Myanmar Mobile Phones & Tech Review,153000,2025-02-22 14:56:54,13944977,2025-02-22 14:56:54,3486.24,55779.91
Solo Tech,224000,2025-02-22 14:56:55,40259958,2025-02-22 14:56:55,10064.99,161039.83
Aaradhana Technology Systems,674,2025-02-22 14:56:55,69741,2025-02-22 14:56:55,17.44,278.96
Agriculture And Technology,18400,2025-02-22 14:56:55,1834956,2025-02-22 14:56:55,458.74,7339.82
Tech Rahison,6220,2025-02-22 14:56:55,1740111,2025-02-22 14:56:55,435.03,6960.44
Mm Technology,26600,2025-02-22 14:56:55,846655,2025-02-22 14:56:55,211.66,3386.62
Super Groove Technology - Topic,4,2025-02-22 14:56:56,210,2025-02-22 14:56:56,0.05,0.84
Tech Talk With Sanjeev,487000,2025-02-22 14:56:56,43798565,2025-02-22 14:56:56,10949.64,175194.26
Gogi Tech,3720000,2025-02-22 14:56:56,887110809,2025-02-22 14:56:56,221777.7,3548443.24
Tech-Iela,507000,2025-02-22 14:56:56,89086958,2025-02-22 14:56:56,22271.74,356347.83
Musicloud Studio & Technology,31300,2025-02-22 14:56:57,4266612,2025-02-22 14:56:57,1066.65,17066.45
Technology Keeda,21600,2025-02-22 14:56:57,3317544,2025-02-22 14:56:57,829.39,13270.18
Mastermind Tech,1110000,2025-02-22 14:56:57,128348878,2025-02-22 14:56:57,32087.22,513395.51
Sona College Of Technology,11700,2025-02-22 14:56:57,1822578,2025-02-22 14:56:57,455.64,7290.31
Ad Real Tech,307000,2025-02-22 14:56:58,50744969,2025-02-22 14:56:58,12686.24,202979.88
How To Fix Tech,65300,2025-02-22 14:56:58,31195502,2025-02-22 14:56:58,7798.88,124782.01
Sd Tech,61800,2025-02-22 14:56:58,10020575,2025-02-22 14:56:58,2505.14,40082.3
Vismo Technologies,22900,2025-02-22 14:56:58,2528455,2025-02-22 14:56:58,632.11,10113.82
Perfect Technology,4890,2025-02-22 14:56:59,615584,2025-02-22 14:56:59,153.9,2462.34
Tech Cosmos,18500,2025-02-22 14:56:59,6141103,2025-02-22 14:56:59,1535.28,24564.41
Tech Heist,40300,2025-02-22 14:56:59,10613575,2025-02-22 14:56:59,2653.39,42454.3
Informatics Institute Of Technology (Iit),5180,2025-02-22 14:56:59,558727,2025-02-22 14:56:59,139.68,2234.91
Sarath'S Neon Tech,956000,2025-02-22 14:57:00,269903291,2025-02-22 14:57:00,67475.82,1079613.16
Jazzy 4 Tech,25000,2025-02-22 14:57:00,8236711,2025-02-22 14:57:00,2059.18,32946.84
Tech Rohit,3670,2025-02-22 14:57:00,1478877,2025-02-22 14:57:00,369.72,5915.51
Brindia Technology,1,2025-02-22 14:57:00,0,2025-02-22 14:57:00,0.0,0.0
K.S.Rangasamy College Of Technology,3000,2025-02-22 14:57:01,167385,2025-02-22 14:57:01,41.85,669.54
Surya Tech,1470000,2025-02-22 14:57:01,65957896,2025-02-22 14:57:01,16489.47,263831.58
T Tamil Technology,786000,2025-02-22 14:57:01,104314351,2025-02-22 14:57:01,26078.59,417257.4
Eduardo Tech,2310,2025-02-22 14:57:01,840646,2025-02-22 14:57:01,210.16,3362.58
Tedmed Tech,244000,2025-02-22 14:57:02,27216599,2025-02-22 14:57:02,6804.15,108866.4
Techrax,7600000,2025-02-22 14:57:02,2041770586,2025-02-22 14:57:02,510442.65,8167082.34
Bikash'S Tech,30800,2025-02-22 14:57:02,2652110,2025-02-22 14:57:02,663.03,10608.44
Tech Fc,3640000,2025-02-22 14:57:02,409953087,2025-02-22 14:57:02,102488.27,1639812.35
